id	status	detail
heim-double-x-real.ltl	equal	
heim-double-x0.ltl	equal	
heim-double-x1.ltl	equal	
heim-double-x10.ltl	equal	
heim-double-x11.ltl	equal	
heim-double-x12.ltl	equal	
heim-double-x13.ltl	equal	
heim-double-x2.ltl	equal	
heim-double-x3.ltl	equal	
heim-double-x4.ltl	equal	
heim-double-x5.ltl	equal	
heim-double-x6.ltl	equal	
heim-double-x7.ltl	equal	
heim-double-x8.ltl	equal	
heim-double-x9.ltl	equal	
heim-fig7-unreal.ltl	equal	
helipad-contradict0.ltl	equal	
helipad-contradict1.ltl	equal	
helipad-real.ltl	equal	
infinite-race-real.ltl	equal	
infinite-race-u0.ltl	equal	
infinite-race-u1.ltl	equal	
infinite-race-u10.ltl	equal	
infinite-race-u11.ltl	equal	
infinite-race-u12.ltl	equal	
infinite-race-u13.ltl	equal	
infinite-race-u14.ltl	equal	
infinite-race-u15.ltl	equal	
infinite-race-u16.ltl	equal	
infinite-race-u17.ltl	equal	
infinite-race-u18.ltl	equal	
infinite-race-u19.ltl	equal	
infinite-race-u2.ltl	equal	
infinite-race-u20.ltl	equal	
infinite-race-u21.ltl	equal	
infinite-race-u22.ltl	equal	
infinite-race-u23.ltl	equal	
infinite-race-u24.ltl	equal	
infinite-race-u25.ltl	equal	
infinite-race-u3.ltl	equal	
infinite-race-u4.ltl	equal	
infinite-race-u5.ltl	equal	
infinite-race-u6.ltl	equal	
infinite-race-u7.ltl	equal	
infinite-race-u8.ltl	equal	
infinite-race-u9.ltl	equal	
infinite-race-unequal-1-real.ltl	equal	
infinite-race-unequal-10.ltl	equal	
infinite-race-unequal-20.ltl	equal	
infinite-race-unequal-21.ltl	equal	
infinite-race-unequal-22.ltl	equal	
infinite-race-unequal-23.ltl	equal	
infinite-race-unequal-24.ltl	equal	
infinite-race-unequal-25.ltl	equal	
infinite-race-unequal-26.ltl	equal	
items_processing-real.ltl	equal	
jarvis_gideon_a02758ea.ltl	equal	
jarvis_philippe_484face8.ltl	equal	
lazy_shades_problem_d6376bf9.ltl	equal	
lift_gr1+_pb_2_pe_.ltl	equal	
lift_gr1+_pb_3_pe_.ltl	equal	
lift_gr1+_pb_6_pe_.ltl	equal	
lift_gr1+_pb_7_pe_.ltl	equal	
lift_gr1+_pb_8_pe_.ltl	equal	
lift_gr1+_pb_9_pe_.ltl	equal	
lift_gr1_pb_10_pe_.ltl	equal	
lift_gr1_pb_2_pe_.ltl	equal	
lift_gr1_pb_3_pe_.ltl	equal	
lift_gr1_pb_7_pe_.ltl	equal	
lift_gr1_pb_8_pe_.ltl	equal	
lift_gr1_pb_9_pe_.ltl	equal	
lift_pb_10_pe_.ltl	equal	
lift_pb_2_pe_.ltl	equal	
lift_pb_3_pe_.ltl	equal	
lift_pb_4_pe_.ltl	equal	
lift_pb_5_pe_.ltl	equal	
lift_pb_6_pe_.ltl	equal	
lift_pb_7_pe_.ltl	equal	
lift_pb_8_pe_.ltl	equal	
lift_pb_9_pe_.ltl	equal	
lift_unary_enc_pb_2_pe_.ltl	equal	
lift_unary_enc_pb_3_pe_.ltl	equal	
lift_unary_enc_pb_4_pe_.ltl	equal	
lift_unary_enc_pb_5_pe_.ltl	equal	
lift_unary_enc_pb_6_pe_.ltl	equal	
lift_unary_enc_pb_7_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_10_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_2_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_3_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_4_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_5_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_6_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_7_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_8_pe_.ltl	equal	
lift_wrong_physics_unreal_pb_9_pe_.ltl	equal	
lilydemo01.ltl	equal	
lilydemo02.ltl	equal	
lilydemo03.ltl	equal	
lilydemo04.ltl	equal	
lilydemo04_modified.ltl	equal	
lilydemo05.ltl	equal	
lilydemo06.ltl	equal	
lilydemo07.ltl	equal	
lilydemo08.ltl	equal	
lilydemo09.ltl	equal	
lilydemo10.ltl	equal	
lilydemo11.ltl	equal	
lilydemo12.ltl	equal	
lilydemo13.ltl	equal	
lilydemo14.ltl	equal	
lilydemo15.ltl	equal	
lilydemo16.ltl	equal	
lilydemo17.ltl	equal	
lilydemo18.ltl	equal	
lilydemo19.ltl	equal	
lilydemo20.ltl	equal	
lilydemo21.ltl	equal	
lilydemo22.ltl	equal	
lilydemo23.ltl	equal	
load_balancer_pb_10_pe_.ltl	equal	
load_balancer_pb_11_pe_.ltl	equal	
load_balancer_pb_2_pe_.ltl	equal	
load_balancer_pb_3_pe_.ltl	equal	
load_balancer_pb_4_pe_.ltl	equal	
load_balancer_pb_5_pe_.ltl	equal	
load_balancer_pb_6_pe_.ltl	equal	
load_balancer_pb_7_pe_.ltl	equal	
load_balancer_pb_8_pe_.ltl	equal	
load_balancer_pb_9_pe_.ltl	equal	
load_balancer_unreal1_pb_2_10_pe_.ltl	equal	
load_balancer_unreal1_pb_2_11_pe_.ltl	equal	
load_balancer_unreal1_pb_2_12_pe_.ltl	equal	
load_balancer_unreal1_pb_2_13_pe_.ltl	equal	
load_balancer_unreal1_pb_2_14_pe_.ltl	equal	
load_balancer_unreal1_pb_2_15_pe_.ltl	equal	
load_balancer_unreal1_pb_2_16_pe_.ltl	equal	
load_balancer_unreal1_pb_2_1_pe_.ltl	equal	
load_balancer_unreal1_pb_2_2_pe_.ltl	equal	
load_balancer_unreal1_pb_2_3_pe_.ltl	equal	
load_balancer_unreal1_pb_2_4_pe_.ltl	equal	
load_balancer_unreal1_pb_2_5_pe_.ltl	equal	
load_balancer_unreal1_pb_2_6_pe_.ltl	equal	
load_balancer_unreal1_pb_2_7_pe_.ltl	equal	
load_balancer_unreal1_pb_2_8_pe_.ltl	equal	
load_balancer_unreal1_pb_2_9_pe_.ltl	equal	
load_balancer_unreal1_pb_3_10_pe_.ltl	equal	
load_balancer_unreal1_pb_3_11_pe_.ltl	equal	
load_balancer_unreal1_pb_3_12_pe_.ltl	equal	
load_balancer_unreal1_pb_3_1_pe_.ltl	equal	
load_balancer_unreal1_pb_3_2_pe_.ltl	equal	
load_balancer_unreal1_pb_3_3_pe_.ltl	equal	
load_balancer_unreal1_pb_3_4_pe_.ltl	equal	
load_balancer_unreal1_pb_3_5_pe_.ltl	equal	
load_balancer_unreal1_pb_3_6_pe_.ltl	equal	
load_balancer_unreal1_pb_3_7_pe_.ltl	equal	
load_balancer_unreal1_pb_3_8_pe_.ltl	equal	
load_balancer_unreal1_pb_3_9_pe_.ltl	equal	
load_balancer_unreal1_pb_4_10_pe_.ltl	equal	
load_balancer_unreal1_pb_4_11_pe_.ltl	equal	
load_balancer_unreal1_pb_4_12_pe_.ltl	equal	
load_balancer_unreal1_pb_4_1_pe_.ltl	equal	
load_balancer_unreal1_pb_4_2_pe_.ltl	equal	
load_balancer_unreal1_pb_4_3_pe_.ltl	equal	
load_balancer_unreal1_pb_4_4_pe_.ltl	equal	
load_balancer_unreal1_pb_4_5_pe_.ltl	equal	
load_balancer_unreal1_pb_4_6_pe_.ltl	equal	
load_balancer_unreal1_pb_4_7_pe_.ltl	equal	
load_balancer_unreal1_pb_4_8_pe_.ltl	equal	
load_balancer_unreal1_pb_4_9_pe_.ltl	equal	
load_balancer_unreal1_pb_5_2_pe_.ltl	equal	
load_balancer_unreal1_pb_5_3_pe_.ltl	equal	
load_balancer_unreal1_pb_5_4_pe_.ltl	equal	
load_balancer_unreal1_pb_5_5_pe_.ltl	equal	
load_balancer_unreal1_pb_5_6_pe_.ltl	equal	
load_balancer_unreal1_pb_5_7_pe_.ltl	equal	
load_balancer_unreal1_pb_6_1_pe_.ltl	equal	
load_balancer_unreal1_pb_6_2_pe_.ltl	equal	
load_balancer_unreal1_pb_6_3_pe_.ltl	equal	
load_balancer_unreal1_pb_6_4_pe_.ltl	equal	
load_balancer_unreal1_pb_6_5_pe_.ltl	equal	
load_balancer_unreal2_pb_2_pe_.ltl	equal	
load_balancer_unreal2_pb_3_pe_.ltl	equal	
load_balancer_unreal2_pb_4_pe_.ltl	equal	
load_balancer_unreal2_pb_5_pe_.ltl	equal	
load_balancer_unreal2_pb_6_pe_.ltl	equal	
load_balancer_unreal2_pb_7_pe_.ltl	equal	
load_balancer_unreal2_pb_8_pe_.ltl	equal	
ltl2dba01.ltl	equal	
ltl2dba02.ltl	equal	
ltl2dba03.ltl	equal	
ltl2dba04.ltl	equal	
ltl2dba05.ltl	equal	
ltl2dba06.ltl	equal	
ltl2dba07.ltl	equal	
ltl2dba08.ltl	equal	
ltl2dba09.ltl	equal	
ltl2dba10.ltl	equal	
ltl2dba11.ltl	equal	
ltl2dba12.ltl	equal	
ltl2dba13.ltl	equal	
ltl2dba14.ltl	equal	
ltl2dba15.ltl	equal	
ltl2dba16.ltl	equal	
ltl2dba17.ltl	equal	
ltl2dba18.ltl	equal	
ltl2dba19.ltl	equal	
ltl2dba20.ltl	equal	
ltl2dba21.ltl	equal	
ltl2dba22.ltl	equal	
ltl2dba23.ltl	equal	
ltl2dba25.ltl	equal	
ltl2dba26.ltl	equal	
ltl2dba27.ltl	equal	
ltl2dba_C2_pb_100_pe_.ltl	equal	
ltl2dba_C2_pb_10_pe_.ltl	equal	
ltl2dba_C2_pb_12_pe_.ltl	equal	
ltl2dba_C2_pb_14_pe_.ltl	equal	
ltl2dba_C2_pb_16_pe_.ltl	equal	
ltl2dba_C2_pb_1_pe_.ltl	equal	
ltl2dba_C2_pb_25_pe_.ltl	equal	
ltl2dba_C2_pb_2_pe_.ltl	equal	
ltl2dba_C2_pb_3_pe_.ltl	equal	
ltl2dba_C2_pb_4_pe_.ltl	equal	
ltl2dba_C2_pb_50_pe_.ltl	equal	
ltl2dba_C2_pb_5_pe_.ltl	equal	
ltl2dba_C2_pb_60_pe_.ltl	equal	
ltl2dba_C2_pb_6_pe_.ltl	equal	
ltl2dba_C2_pb_70_pe_.ltl	equal	
ltl2dba_C2_pb_7_pe_.ltl	equal	
ltl2dba_C2_pb_80_pe_.ltl	equal	
ltl2dba_C2_pb_8_pe_.ltl	equal	
ltl2dba_C2_pb_9_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_100_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_10_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_11_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_12_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_13_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_14_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_15_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_16_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_25_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_2_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_3_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_4_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_50_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_5_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_60_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_6_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_70_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_7_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_80_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_8_pe_.ltl	equal	
ltl2dba_C2_unreal_pb_9_pe_.ltl	equal	
ltl2dba_E_pb_10_pe_.ltl	equal	
ltl2dba_E_pb_12_pe_.ltl	equal	
ltl2dba_E_pb_14_pe_.ltl	equal	
ltl2dba_E_pb_15_pe_.ltl	equal	
ltl2dba_E_pb_16_pe_.ltl	equal	
ltl2dba_E_pb_1_pe_.ltl	equal	
ltl2dba_E_pb_2_pe_.ltl	equal	
ltl2dba_E_pb_3_pe_.ltl	equal	
ltl2dba_E_pb_4_pe_.ltl	equal	
ltl2dba_E_pb_5_pe_.ltl	equal	
ltl2dba_E_pb_6_pe_.ltl	equal	
ltl2dba_E_pb_7_pe_.ltl	equal	
ltl2dba_E_pb_8_pe_.ltl	equal	
ltl2dba_E_pb_9_pe_.ltl	equal	
ltl2dba_Q_pb_100_pe_.ltl	equal	
ltl2dba_Q_pb_10_pe_.ltl	equal	
ltl2dba_Q_pb_12_pe_.ltl	equal	
ltl2dba_Q_pb_15_pe_.ltl	equal	
ltl2dba_Q_pb_18_pe_.ltl	equal	
ltl2dba_Q_pb_1_pe_.ltl	equal	
ltl2dba_Q_pb_25_pe_.ltl	equal	
ltl2dba_Q_pb_2_pe_.ltl	equal	
ltl2dba_Q_pb_3_pe_.ltl	equal	
ltl2dba_Q_pb_4_pe_.ltl	equal	
ltl2dba_Q_pb_50_pe_.ltl	equal	
ltl2dba_Q_pb_5_pe_.ltl	equal	
ltl2dba_Q_pb_6_pe_.ltl	equal	
ltl2dba_Q_pb_7_pe_.ltl	equal	
ltl2dba_Q_pb_8_pe_.ltl	equal	
ltl2dba_R_pb_10_pe_.ltl	equal	
ltl2dba_R_pb_11_pe_.ltl	equal	
ltl2dba_R_pb_12_pe_.ltl	equal	
ltl2dba_R_pb_14_pe_.ltl	equal	
ltl2dba_R_pb_1_pe_.ltl	equal	
ltl2dba_R_pb_2_pe_.ltl	equal	
ltl2dba_R_pb_3_pe_.ltl	equal	
ltl2dba_R_pb_4_pe_.ltl	equal	
ltl2dba_R_pb_5_pe_.ltl	equal	
ltl2dba_R_pb_6_pe_.ltl	equal	
ltl2dba_R_pb_7_pe_.ltl	equal	
ltl2dba_R_pb_8_pe_.ltl	equal	
ltl2dba_U1_pb_100_pe_.ltl	equal	
ltl2dba_U1_pb_10_pe_.ltl	equal	
ltl2dba_U1_pb_12_pe_.ltl	equal	
ltl2dba_U1_pb_15_pe_.ltl	equal	
ltl2dba_U1_pb_18_pe_.ltl	equal	
ltl2dba_U1_pb_1_pe_.ltl	equal	
ltl2dba_U1_pb_25_pe_.ltl	equal	
ltl2dba_U1_pb_2_pe_.ltl	equal	
ltl2dba_U1_pb_3_pe_.ltl	equal	
ltl2dba_U1_pb_4_pe_.ltl	equal	
ltl2dba_U1_pb_50_pe_.ltl	equal	
ltl2dba_U1_pb_5_pe_.ltl	equal	
ltl2dba_U1_pb_6_pe_.ltl	equal	
ltl2dba_U1_pb_7_pe_.ltl	equal	
ltl2dba_U1_pb_8_pe_.ltl	equal	
ltl2dba_U1_pb_9_pe_.ltl	equal	
ltl2dba_alpha_pb_100_pe_.ltl	equal	
ltl2dba_alpha_pb_10_pe_.ltl	equal	
ltl2dba_alpha_pb_12_pe_.ltl	equal	
ltl2dba_alpha_pb_14_pe_.ltl	equal	
ltl2dba_alpha_pb_16_pe_.ltl	equal	
ltl2dba_alpha_pb_17_pe_.ltl	equal	
ltl2dba_alpha_pb_18_pe_.ltl	equal	
ltl2dba_alpha_pb_1_pe_.ltl	equal	
ltl2dba_alpha_pb_20_pe_.ltl	equal	
ltl2dba_alpha_pb_25_pe_.ltl	equal	
ltl2dba_alpha_pb_2_pe_.ltl	equal	
ltl2dba_alpha_pb_3_pe_.ltl	equal	
ltl2dba_alpha_pb_4_pe_.ltl	equal	
ltl2dba_alpha_pb_50_pe_.ltl	equal	
ltl2dba_alpha_pb_5_pe_.ltl	equal	
ltl2dba_alpha_pb_6_pe_.ltl	equal	
ltl2dba_alpha_pb_7_pe_.ltl	equal	
ltl2dba_alpha_pb_8_pe_.ltl	equal	
ltl2dba_beta_pb_100_pe_.ltl	equal	
ltl2dba_beta_pb_10_pe_.ltl	equal	
ltl2dba_beta_pb_15_pe_.ltl	equal	
ltl2dba_beta_pb_18_pe_.ltl	equal	
ltl2dba_beta_pb_1_pe_.ltl	equal	
ltl2dba_beta_pb_20_pe_.ltl	equal	
ltl2dba_beta_pb_25_pe_.ltl	equal	
ltl2dba_beta_pb_2_pe_.ltl	equal	
ltl2dba_beta_pb_30_pe_.ltl	equal	
ltl2dba_beta_pb_3_pe_.ltl	equal	
ltl2dba_beta_pb_4_pe_.ltl	equal	
ltl2dba_beta_pb_5_pe_.ltl	equal	
ltl2dba_beta_pb_6_pe_.ltl	equal	
ltl2dba_beta_pb_7_pe_.ltl	equal	
ltl2dba_beta_pb_8_pe_.ltl	equal	
ltl2dba_theta_pb_100_pe_.ltl	equal	
ltl2dba_theta_pb_10_pe_.ltl	equal	
ltl2dba_theta_pb_12_pe_.ltl	equal	
ltl2dba_theta_pb_14_pe_.ltl	equal	
ltl2dba_theta_pb_16_pe_.ltl	equal	
ltl2dba_theta_pb_1_pe_.ltl	equal	
ltl2dba_theta_pb_25_pe_.ltl	equal	
ltl2dba_theta_pb_2_pe_.ltl	equal	
ltl2dba_theta_pb_300_pe_.ltl	equal	
ltl2dba_theta_pb_3_pe_.ltl	equal	
ltl2dba_theta_pb_4_pe_.ltl	equal	
ltl2dba_theta_pb_500_pe_.ltl	equal	
ltl2dba_theta_pb_50_pe_.ltl	equal	
ltl2dba_theta_pb_5_pe_.ltl	equal	
ltl2dba_theta_pb_6_pe_.ltl	equal	
ltl2dba_theta_pb_7_pe_.ltl	equal	
ltl2dba_theta_pb_8_pe_.ltl	equal	
ltl2dpa01.ltl	equal	
ltl2dpa02.ltl	equal	
ltl2dpa03.ltl	equal	
ltl2dpa04.ltl	equal	
ltl2dpa05.ltl	equal	
ltl2dpa06.ltl	equal	
ltl2dpa07.ltl	equal	
ltl2dpa08.ltl	equal	
ltl2dpa09.ltl	equal	
ltl2dpa10.ltl	equal	
ltl2dpa11.ltl	equal	
ltl2dpa12.ltl	equal	
ltl2dpa13.ltl	equal	
ltl2dpa14.ltl	equal	
ltl2dpa15.ltl	equal	
ltl2dpa16.ltl	equal	
ltl2dpa17.ltl	equal	
ltl2dpa18.ltl	equal	
ltl2dpa19.ltl	equal	
ltl2dpa20.ltl	equal	
ltl2dpa22.ltl	equal	
ltl2dpa23.ltl	equal	
ltl2dpa24.ltl	equal	
mux_pb_100_pe_.ltl	equal	
mux_pb_10_pe_.ltl	equal	
mux_pb_125_pe_.ltl	equal	
mux_pb_12_pe_.ltl	equal	
mux_pb_132_pe_.ltl	equal	
mux_pb_150_pe_.ltl	equal	
mux_pb_16_pe_.ltl	equal	
mux_pb_175_pe_.ltl	equal	
mux_pb_200_pe_.ltl	equal	
mux_pb_32_pe_.ltl	equal	
mux_pb_64_pe_.ltl	equal	
mux_pb_8_pe_.ltl	equal	
narylatch_pb_10_pe_.ltl	equal	
narylatch_pb_11_pe_.ltl	equal	
narylatch_pb_12_pe_.ltl	equal	
narylatch_pb_16_pe_.ltl	equal	
narylatch_pb_32_pe_.ltl	equal	
narylatch_pb_64_pe_.ltl	equal	
narylatch_pb_8_pe_.ltl	equal	
ordered-visits-choice-real.ltl	equal	
ordered-visits-real.ltl	equal	
package-delivery-real.ltl	equal	
patrolling-alarm0.ltl	equal	
patrolling-alarm1.ltl	equal	
patrolling-alarm10.ltl	equal	
patrolling-alarm11.ltl	equal	
patrolling-alarm12.ltl	equal	
patrolling-alarm13.ltl	equal	
patrolling-alarm14.ltl	equal	
patrolling-alarm15.ltl	equal	
patrolling-alarm16.ltl	equal	
patrolling-alarm17.ltl	equal	
patrolling-alarm18.ltl	equal	
patrolling-alarm19.ltl	equal	
patrolling-alarm2.ltl	equal	
patrolling-alarm20.ltl	equal	
patrolling-alarm21.ltl	equal	
patrolling-alarm22.ltl	equal	
patrolling-alarm23.ltl	equal	
patrolling-alarm24.ltl	equal	
patrolling-alarm25.ltl	equal	
patrolling-alarm26.ltl	equal	
patrolling-alarm3.ltl	equal	
patrolling-alarm4.ltl	equal	
patrolling-alarm5.ltl	equal	
patrolling-alarm6.ltl	equal	
patrolling-alarm7.ltl	equal	
patrolling-alarm8.ltl	equal	
patrolling-alarm9.ltl	equal	
patrolling0.ltl	equal	
patrolling1.ltl	equal	
patrolling10.ltl	equal	
patrolling11.ltl	equal	
patrolling12.ltl	equal	
patrolling13.ltl	equal	
patrolling14.ltl	equal	
patrolling15.ltl	equal	
patrolling16.ltl	equal	
patrolling17.ltl	equal	
patrolling18.ltl	equal	
patrolling19.ltl	equal	
patrolling2.ltl	equal	
patrolling20.ltl	equal	
patrolling21.ltl	equal	
patrolling22.ltl	equal	
patrolling23.ltl	equal	
patrolling24.ltl	equal	
patrolling25.ltl	equal	
patrolling3.ltl	equal	
patrolling4.ltl	equal	
patrolling5.ltl	equal	
patrolling6.ltl	equal	
patrolling7.ltl	equal	
patrolling8.ltl	equal	
patrolling9.ltl	equal	
precise-reachability-real.ltl	equal	
precise-reachability0.ltl	equal	
prioritized_arbiter_enc_pb_10_pe_.ltl	equal	
prioritized_arbiter_enc_pb_12_pe_.ltl	equal	
prioritized_arbiter_enc_pb_13_pe_.ltl	equal	
prioritized_arbiter_enc_pb_14_pe_.ltl	equal	
prioritized_arbiter_enc_pb_15_pe_.ltl	equal	
prioritized_arbiter_enc_pb_8_pe_.ltl	equal	
prioritized_arbiter_pb_10_pe_.ltl	equal	
prioritized_arbiter_pb_12_pe_.ltl	equal	
prioritized_arbiter_pb_1_pe_.ltl	equal	
prioritized_arbiter_pb_2_pe_.ltl	equal	
prioritized_arbiter_pb_3_pe_.ltl	equal	
prioritized_arbiter_pb_4_pe_.ltl	equal	
prioritized_arbiter_pb_5_pe_.ltl	equal	
prioritized_arbiter_pb_6_pe_.ltl	equal	
prioritized_arbiter_pb_7_pe_.ltl	equal	
prioritized_arbiter_pb_8_pe_.ltl	equal	
prioritized_arbiter_pb_9_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_10_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_11_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_12_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_13_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_14_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_15_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_16_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_1_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_2_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_3_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_4_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_5_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_6_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_7_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_8_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_2_9_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_10_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_11_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_12_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_13_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_14_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_15_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_16_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_1_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_2_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_3_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_4_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_5_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_6_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_7_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_8_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_3_9_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_10_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_11_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_12_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_13_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_14_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_15_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_16_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_1_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_2_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_3_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_4_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_5_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_6_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_7_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_8_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_4_9_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_5_16_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_5_2_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_5_32_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_5_4_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_6_16_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_6_2_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_6_32_pe_.ltl	equal	
prioritized_arbiter_unreal1_pb_6_4_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_100_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_10_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_2_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_30_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_3_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_4_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_5_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_60_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_6_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_7_pe_.ltl	equal	
prioritized_arbiter_unreal2_pb_8_pe_.ltl	equal	
reversible-lane-r-real.ltl	equal	
reversible-lane-u-unreal.ltl	equal	
reversible-lane-u0.ltl	equal	
reversible-lane-u1.ltl	equal	
robot-cat-real-1d-real.ltl	equal	
robot-cat-real-2d-real.ltl	equal	
robot-cat-unreal-1d-unreal.ltl	equal	
robot-cat-unreal-2d-unreal.ltl	equal	
robot-grid-commute-1d-real.ltl	equal	
robot-grid-commute-2d-real.ltl	equal	
robot-grid-reach-1d-real.ltl	equal	
robot-grid-reach-2d-real.ltl	equal	
robot-grid-reach-repeated-with-obstacles-1d-real.ltl	equal	
robot-grid-reach-repeated-with-obstacles-2d-real.ltl	equal	
robot-grid-reach-repeated-with-obstacles-6d-real.ltl	equal	
robot-resource-1d-unreal.ltl	equal	
robot-resource-1d0.ltl	equal	
robot-resource-1d1.ltl	equal	
robot-resource-2d0.ltl	equal	
robot-resource-2d1.ltl	equal	
robot-resource-2d10.ltl	equal	
robot-resource-2d11.ltl	equal	
robot-resource-2d12.ltl	equal	
robot-resource-2d13.ltl	equal	
robot-resource-2d14.ltl	equal	
robot-resource-2d15.ltl	equal	
robot-resource-2d16.ltl	equal	
robot-resource-2d17.ltl	equal	
robot-resource-2d18.ltl	equal	
robot-resource-2d19.ltl	equal	
robot-resource-2d2.ltl	equal	
robot-resource-2d20.ltl	equal	
robot-resource-2d21.ltl	equal	
robot-resource-2d22.ltl	equal	
robot-resource-2d23.ltl	equal	
robot-resource-2d3.ltl	equal	
robot-resource-2d4.ltl	equal	
robot-resource-2d5.ltl	equal	
robot-resource-2d6.ltl	equal	
robot-resource-2d7.ltl	equal	
