file	spec	cluster_id	n_inputs	n_outputs	formula_nodes	formula_bytes	gr_level	has_liveness	has_weak_until	has_release	liveness_class	n_response	n_recurrence	n_eventual	n_until	has_nested_temporal	route	backend	exact	uses_oxidd	reason
tlsf-corpus/chomp_pb_3_2_pe_.tlsf	tlsf-corpus/chomp_pb_3_2_pe_.tlsf	0	5	12	422	1642	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_3_3_pe_.tlsf	tlsf-corpus/chomp_pb_3_3_pe_.tlsf	0	6	16	594	2319	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_3_4_pe_.tlsf	tlsf-corpus/chomp_pb_3_4_pe_.tlsf	0	7	20	766	3012	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_3_5_pe_.tlsf	tlsf-corpus/chomp_pb_3_5_pe_.tlsf	0	8	24	938	3713	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_3_6_pe_.tlsf	tlsf-corpus/chomp_pb_3_6_pe_.tlsf	0	9	28	1110	4414	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_4_2_pe_.tlsf	tlsf-corpus/chomp_pb_4_2_pe_.tlsf	0	6	15	542	2118	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_4_3_pe_.tlsf	tlsf-corpus/chomp_pb_4_3_pe_.tlsf	0	7	20	766	3016	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_4_4_pe_.tlsf	tlsf-corpus/chomp_pb_4_4_pe_.tlsf	0	8	25	990	3930	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_4_5_pe_.tlsf	tlsf-corpus/chomp_pb_4_5_pe_.tlsf	0	9	30	1214	4844	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_4_6_pe_.tlsf	tlsf-corpus/chomp_pb_4_6_pe_.tlsf	0	10	35	1438	5758	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v1_pb_11_pe_.tlsf	tlsf-corpus/collector_v1_pb_11_pe_.tlsf	0	11	1	136	760	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_12_pe_.tlsf	tlsf-corpus/collector_v1_pb_12_pe_.tlsf	0	12	1	148	829	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_13_pe_.tlsf	tlsf-corpus/collector_v1_pb_13_pe_.tlsf	0	13	1	160	898	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_14_pe_.tlsf	tlsf-corpus/collector_v1_pb_14_pe_.tlsf	0	14	1	172	967	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_15_pe_.tlsf	tlsf-corpus/collector_v1_pb_15_pe_.tlsf	0	15	1	184	1036	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_3_pe_.tlsf	tlsf-corpus/collector_v1_pb_3_pe_.tlsf	0	3	1	40	222	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_5_pe_.tlsf	tlsf-corpus/collector_v1_pb_5_pe_.tlsf	0	5	1	64	356	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_7_pe_.tlsf	tlsf-corpus/collector_v1_pb_7_pe_.tlsf	0	7	1	88	490	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v1_pb_9_pe_.tlsf	tlsf-corpus/collector_v1_pb_9_pe_.tlsf	0	9	1	112	624	-1	0	1	0	none	0	0	0	0	0	ltlsynt	ltlsynt fallback	1	0	weak-until safety release is not OxiDD-eligible
tlsf-corpus/collector_v2_pb_10_pe_.tlsf	tlsf-corpus/collector_v2_pb_10_pe_.tlsf	0	10	1	124	703	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_11_pe_.tlsf	tlsf-corpus/collector_v2_pb_11_pe_.tlsf	0	11	1	136	773	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_12_pe_.tlsf	tlsf-corpus/collector_v2_pb_12_pe_.tlsf	0	12	1	148	843	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_13_pe_.tlsf	tlsf-corpus/collector_v2_pb_13_pe_.tlsf	0	13	1	160	913	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_15_pe_.tlsf	tlsf-corpus/collector_v2_pb_15_pe_.tlsf	0	15	1	184	1053	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_27_pe_.tlsf	tlsf-corpus/collector_v2_pb_27_pe_.tlsf	0	27	1	328	1893	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_3_pe_.tlsf	tlsf-corpus/collector_v2_pb_3_pe_.tlsf	0	3	1	40	227	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_5_pe_.tlsf	tlsf-corpus/collector_v2_pb_5_pe_.tlsf	0	5	1	64	363	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_7_pe_.tlsf	tlsf-corpus/collector_v2_pb_7_pe_.tlsf	0	7	1	88	499	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v2_pb_9_pe_.tlsf	tlsf-corpus/collector_v2_pb_9_pe_.tlsf	0	9	1	112	635	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_10_pe_.tlsf	tlsf-corpus/collector_v3_pb_10_pe_.tlsf	0	10	1	163	1001	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_11_pe_.tlsf	tlsf-corpus/collector_v3_pb_11_pe_.tlsf	0	11	1	179	1102	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_12_pe_.tlsf	tlsf-corpus/collector_v3_pb_12_pe_.tlsf	0	12	1	195	1203	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_13_pe_.tlsf	tlsf-corpus/collector_v3_pb_13_pe_.tlsf	0	13	1	211	1304	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_15_pe_.tlsf	tlsf-corpus/collector_v3_pb_15_pe_.tlsf	0	15	1	243	1506	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_3_pe_.tlsf	tlsf-corpus/collector_v3_pb_3_pe_.tlsf	0	3	1	51	315	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_5_pe_.tlsf	tlsf-corpus/collector_v3_pb_5_pe_.tlsf	0	5	1	83	511	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_7_pe_.tlsf	tlsf-corpus/collector_v3_pb_7_pe_.tlsf	0	7	1	115	707	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/collector_v3_pb_9_pe_.tlsf	tlsf-corpus/collector_v3_pb_9_pe_.tlsf	0	9	1	147	903	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/full_arbiter_enc_pb_10_pe_.tlsf	tlsf-corpus/full_arbiter_enc_pb_10_pe_.tlsf	0	4	4	1392	6517	-1	1	0	1	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/full_arbiter_enc_pb_12_pe_.tlsf	tlsf-corpus/full_arbiter_enc_pb_12_pe_.tlsf	0	4	4	1642	7773	-1	1	0	1	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/full_arbiter_enc_pb_8_pe_.tlsf	tlsf-corpus/full_arbiter_enc_pb_8_pe_.tlsf	0	3	4	993	4650	-1	1	0	1	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_2_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_2_pe_.tlsf	0	2	2	111	515	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_2_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_2_pe_.tlsf	1	4	2	159	769	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_3_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_3_pe_.tlsf	0	2	2	111	515	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_3_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_3_pe_.tlsf	1	5	3	241	1164	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_4_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_4_pe_.tlsf	0	2	2	111	515	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_4_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_4_pe_.tlsf	1	6	4	323	1561	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_5_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_5_pe_.tlsf	0	2	2	111	515	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_5_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_5_pe_.tlsf	1	7	5	408	1970	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_6_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_6_pe_.tlsf	0	2	2	111	515	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/generalized_buffer_pb_6_pe_.tlsf	tlsf-corpus/generalized_buffer_pb_6_pe_.tlsf	1	8	6	493	2379	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1+_pb_2_pe_.tlsf	tlsf-corpus/lift_gr1+_pb_2_pe_.tlsf	0	4	5	187	649	-1	1	0	0	nested_unsupported	0	2	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1+_pb_3_pe_.tlsf	tlsf-corpus/lift_gr1+_pb_3_pe_.tlsf	0	5	6	384	1247	-1	1	0	0	nested_unsupported	0	3	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1+_pb_6_pe_.tlsf	tlsf-corpus/lift_gr1+_pb_6_pe_.tlsf	0	8	7	1041	3269	-1	1	0	0	nested_unsupported	0	6	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1+_pb_7_pe_.tlsf	tlsf-corpus/lift_gr1+_pb_7_pe_.tlsf	0	9	7	1238	3901	-1	1	0	0	nested_unsupported	0	7	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1+_pb_8_pe_.tlsf	tlsf-corpus/lift_gr1+_pb_8_pe_.tlsf	0	10	7	1435	4553	-1	1	0	0	nested_unsupported	0	8	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1+_pb_9_pe_.tlsf	tlsf-corpus/lift_gr1+_pb_9_pe_.tlsf	0	11	8	2018	6211	-1	1	0	0	nested_unsupported	0	9	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1_pb_10_pe_.tlsf	tlsf-corpus/lift_gr1_pb_10_pe_.tlsf	0	11	7	2274	6981	-1	1	0	0	nested_unsupported	0	10	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1_pb_2_pe_.tlsf	tlsf-corpus/lift_gr1_pb_2_pe_.tlsf	0	3	4	170	581	-1	1	0	0	nested_unsupported	0	2	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1_pb_3_pe_.tlsf	tlsf-corpus/lift_gr1_pb_3_pe_.tlsf	0	4	5	367	1179	-1	1	0	0	nested_unsupported	0	3	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1_pb_7_pe_.tlsf	tlsf-corpus/lift_gr1_pb_7_pe_.tlsf	0	8	6	1221	3833	-1	1	0	0	nested_unsupported	0	7	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1_pb_8_pe_.tlsf	tlsf-corpus/lift_gr1_pb_8_pe_.tlsf	0	9	6	1418	4485	-1	1	0	0	nested_unsupported	0	8	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_gr1_pb_9_pe_.tlsf	tlsf-corpus/lift_gr1_pb_9_pe_.tlsf	0	10	7	2001	6143	-1	1	0	0	nested_unsupported	0	9	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_10_pe_.tlsf	tlsf-corpus/lift_pb_10_pe_.tlsf	0	10	7	2273	7000	-1	1	0	0	nested_unsupported	10	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_2_pe_.tlsf	tlsf-corpus/lift_pb_2_pe_.tlsf	0	2	4	153	520	-1	1	0	0	nested_unsupported	2	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_3_pe_.tlsf	tlsf-corpus/lift_pb_3_pe_.tlsf	0	3	5	352	1128	-1	1	0	0	nested_unsupported	3	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_4_pe_.tlsf	tlsf-corpus/lift_pb_4_pe_.tlsf	0	4	5	483	1572	-1	1	0	0	nested_unsupported	4	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_5_pe_.tlsf	tlsf-corpus/lift_pb_5_pe_.tlsf	0	5	6	822	2564	-1	1	0	0	nested_unsupported	5	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_6_pe_.tlsf	tlsf-corpus/lift_pb_6_pe_.tlsf	0	6	6	1015	3180	-1	1	0	0	nested_unsupported	6	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_7_pe_.tlsf	tlsf-corpus/lift_pb_7_pe_.tlsf	0	7	6	1214	3822	-1	1	0	0	nested_unsupported	7	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_8_pe_.tlsf	tlsf-corpus/lift_pb_8_pe_.tlsf	0	8	6	1413	4484	-1	1	0	0	nested_unsupported	8	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_pb_9_pe_.tlsf	tlsf-corpus/lift_pb_9_pe_.tlsf	0	9	7	1998	6152	-1	1	0	0	nested_unsupported	9	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_unary_enc_pb_2_pe_.tlsf	tlsf-corpus/lift_unary_enc_pb_2_pe_.tlsf	0	2	5	143	510	-1	1	0	0	nested_unsupported	2	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_unary_enc_pb_3_pe_.tlsf	tlsf-corpus/lift_unary_enc_pb_3_pe_.tlsf	0	3	6	232	818	-1	1	0	0	nested_unsupported	3	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_unary_enc_pb_4_pe_.tlsf	tlsf-corpus/lift_unary_enc_pb_4_pe_.tlsf	0	4	7	331	1156	-1	1	0	0	nested_unsupported	4	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_unary_enc_pb_5_pe_.tlsf	tlsf-corpus/lift_unary_enc_pb_5_pe_.tlsf	0	5	8	440	1524	-1	1	0	0	nested_unsupported	5	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_unary_enc_pb_6_pe_.tlsf	tlsf-corpus/lift_unary_enc_pb_6_pe_.tlsf	0	6	9	559	1922	-1	1	0	0	nested_unsupported	6	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/lift_unary_enc_pb_7_pe_.tlsf	tlsf-corpus/lift_unary_enc_pb_7_pe_.tlsf	0	7	10	688	2350	-1	1	0	0	nested_unsupported	7	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_10_pe_.tlsf	tlsf-corpus/load_balancer_pb_10_pe_.tlsf	0	11	10	371	1654	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_11_pe_.tlsf	tlsf-corpus/load_balancer_pb_11_pe_.tlsf	0	12	11	410	1838	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_2_pe_.tlsf	tlsf-corpus/load_balancer_pb_2_pe_.tlsf	0	3	2	83	352	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_3_pe_.tlsf	tlsf-corpus/load_balancer_pb_3_pe_.tlsf	0	4	3	116	502	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_4_pe_.tlsf	tlsf-corpus/load_balancer_pb_4_pe_.tlsf	0	5	4	149	654	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_5_pe_.tlsf	tlsf-corpus/load_balancer_pb_5_pe_.tlsf	0	6	5	185	816	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_6_pe_.tlsf	tlsf-corpus/load_balancer_pb_6_pe_.tlsf	0	7	6	221	978	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_7_pe_.tlsf	tlsf-corpus/load_balancer_pb_7_pe_.tlsf	0	8	7	257	1142	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_8_pe_.tlsf	tlsf-corpus/load_balancer_pb_8_pe_.tlsf	0	9	8	293	1306	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_pb_9_pe_.tlsf	tlsf-corpus/load_balancer_pb_9_pe_.tlsf	0	10	9	332	1480	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_10_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_10_pe_.tlsf	0	3	2	102	426	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_11_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_11_pe_.tlsf	0	3	2	103	428	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_12_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_12_pe_.tlsf	0	3	2	104	430	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_13_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_13_pe_.tlsf	0	3	2	105	432	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_14_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_14_pe_.tlsf	0	3	2	106	434	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_15_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_15_pe_.tlsf	0	3	2	107	436	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_16_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_16_pe_.tlsf	0	3	2	108	438	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_1_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_1_pe_.tlsf	0	3	2	93	408	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_2_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_2_pe_.tlsf	0	3	2	94	410	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_3_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_3_pe_.tlsf	0	3	2	95	412	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_4_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_4_pe_.tlsf	0	3	2	96	414	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/load_balancer_unreal1_pb_2_5_pe_.tlsf	tlsf-corpus/load_balancer_unreal1_pb_2_5_pe_.tlsf	0	3	2	97	416	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
