target,diag_index,diag_kind,checkpoint,wrapper_returncode,wrapper_timed_out,wrapper_stdout_bytes,wrapper_stderr_bytes,pid,instance,path,translation_pref,rsimp_ms,rsimp_changed,syntactic_bypass,syntactic_bypass_ms,translation_ms,aut_states,aut_edges,fast_class,fast_class_ms,fast_solve_ms,fast_verdict,preproc,preproc_ms,preproc_states_before,preproc_states_after,preproc_edges_before,preproc_edges_after,cap_census_ms,cap_k,cap_states_at_k,cap_states_finite,cap_states_zero,cap_counting_states,cap_finite_counting_states,simulation_census_ms,simulation_states_after,simulation_states_removed,bool_threshold,max_f,max_f_size,loops,k_attempts,local_probe_runs,local_probe_status,local_probe_forward_apps,local_probe_skipped_over_budget,local_probe_nodes,cpre_skipped,k_bumped_by_local_refutation,cpre_ms,picker_ms,apply_ms,downset_ms,actions_seen,meets_computed,meet_batches,alphabet_input_paths,alphabet_input_nodes,alphabet_output_paths,alphabet_output_nodes,alphabet_bdd_nodes,alphabet_max_output_paths,alphabet_max_output_nodes,alphabet_minimal_output_nodes,alphabet_dominance_tests,alphabet_dominance_declines,alphabet_census_ms,alphabet_dominance_ms,decoded_transition_sets,decoded_unique_transition_sets,decode_ms,equivariant,eq_clients,eq_blocks,eq_orbits,sym_families,sym_indices,sym_matrix,sym_subsets,sym_selected,sym_orbit_sizes,sym_blocks,sym_shared,solve_ms,total_ms,result,final_reason,source_format,tlsf_effective_target,tlsf_gr_level,tlsf_semantics,tlsf_target
collector_v3_pb_7_pe_.ltl,7,progress,after-translation,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,117,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,8,progress,alphabet-census,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,gfg-disabled,0,0,fallback,aut_preprocessors::standard,1,591,591,14207,14207,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,128,128,256,256,27750,2,2,0,0,0,0,0,0,0,0,declined:no usable block layout,0,0,0,-,-,-,-,-,-,-,-,0,888,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,9,progress,before-solve,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,gfg-disabled,0,0,fallback,aut_preprocessors::standard,1,591,591,14207,14207,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,120,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,10,progress,classic-after-cpre,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,gfg-disabled,0,0,fallback,aut_preprocessors::standard,1,591,591,14207,14207,0,0,0,0,0,0,0,0,0,0,8,1,1,16,1,0,none,0,0,0,0,0,0.220634,0.258237,0.033064,0.032994,32,16,16,128,128,256,256,27750,2,2,0,0,0,0,0,256,256,74,declined:no usable block layout,0,0,0,-,-,-,-,-,-,-,-,0,968,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,11,progress,classic-after-picker,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,gfg-disabled,0,0,fallback,aut_preprocessors::standard,1,591,591,14207,14207,0,0,0,0,0,0,0,0,0,0,8,1,1,16,1,0,none,0,0,0,0,0,0.205745,0.258237,0.030939,0.030984,30,15,15,128,128,256,256,27750,2,2,0,0,0,0,0,256,256,74,declined:no usable block layout,0,0,0,-,-,-,-,-,-,-,-,0,968,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,12,progress,cpre-after-action,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,gfg-disabled,0,0,fallback,aut_preprocessors::standard,1,591,591,14207,14207,0,0,0,0,0,0,0,0,0,0,8,1,1,16,1,0,none,0,0,0,0,0,0.211678,0.258237,0.033064,0.032177,32,15,15,128,128,256,256,27750,2,2,0,0,0,0,0,256,256,74,declined:no usable block layout,0,0,0,-,-,-,-,-,-,-,-,0,968,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,13,progress,cpre-before-intersection,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,gfg-disabled,0,0,fallback,aut_preprocessors::standard,1,591,591,14207,14207,0,0,0,0,0,0,0,0,0,0,8,1,1,16,1,0,none,0,0,0,0,0,0.215819,0.258237,0.033064,0.032177,32,16,16,128,128,256,256,27750,2,2,0,0,0,0,0,256,256,74,declined:no usable block layout,0,0,0,-,-,-,-,-,-,-,-,0,968,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,14,progress,solve-loop,0,0,11,73010,1629162,collector_v3_pb_7_pe_.ltl,real,small,2,0,fallback,0,114,591,14207,gfg-disabled,0,0,fallback,aut_preprocessors::standard,1,591,591,14207,14207,0,0,0,0,0,0,0,0,0,0,8,1,1,15,1,0,none,0,0,0,0,0,0.198118,0.213463,0.028604,0.029019,28,14,14,128,128,256,256,27750,2,2,0,0,0,0,0,256,256,74,declined:no usable block layout,0,0,0,-,-,-,-,-,-,-,-,0,968,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,15,progress,after-decomposition,0,0,11,73010,1629163,collector_v3_pb_7_pe_.ltl,unreal-formula,small,2,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,2,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,16,progress,after-rsimp,0,0,11,73010,1629163,collector_v3_pb_7_pe_.ltl,unreal-formula,small,2,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,2,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,17,progress,after-decomposition,0,0,11,73010,1629164,collector_v3_pb_7_pe_.ltl,unreal-automaton,small,2,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,3,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
collector_v3_pb_7_pe_.ltl,18,progress,after-rsimp,0,0,11,73010,1629164,collector_v3_pb_7_pe_.ltl,unreal-automaton,small,2,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,2,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,1,final,final,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,19,19,373,34,0,none,0,0,0,0,0,15.0976,0.663887,3.35898,10.8596,2984,65616,373,8,8,64,64,670,8,8,0,0,0,0,0,64,64,1,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,20,33,unknown,kmax-initial-out,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,2,progress,after-action-construction,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,8,8,64,64,670,8,8,0,0,0,0,0,64,64,1,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,0,16,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,3,progress,after-decomposition,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,8,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,4,progress,after-preprocessing,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,5,progress,after-rsimp,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,6,progress,after-spot-fast,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,7,progress,after-translation,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,8,progress,alphabet-census,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,8,8,64,64,670,8,8,0,0,0,0,0,0,0,0,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,0,14,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,9,progress,before-solve,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,10,progress,classic-after-cpre,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,19,19,256,24,0,none,0,0,0,0,0,10.8015,0.48574,2.40161,7.7199,2048,44104,256,8,8,64,64,670,8,8,0,0,0,0,0,64,64,1,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,0,28,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,11,progress,classic-after-picker,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,19,19,256,24,0,none,0,0,0,0,0,10.7734,0.48574,2.39739,7.70466,2040,44032,255,8,8,64,64,670,8,8,0,0,0,0,0,64,64,1,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,0,28,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,12,progress,cpre-after-action,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,19,19,256,24,0,none,0,0,0,0,0,10.7852,0.48574,2.40161,7.71083,2048,44032,255,8,8,64,64,670,8,8,0,0,0,0,0,64,64,1,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,0,28,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,13,progress,cpre-before-intersection,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,19,19,256,24,0,none,0,0,0,0,0,10.7889,0.48574,2.40161,7.71083,2048,44104,256,8,8,64,64,670,8,8,0,0,0,0,0,64,64,1,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,0,28,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,14,progress,solve-loop,124,1,0,235833,1629170,full_arbiter_unreal1_pb_3_8_pe_.ltl,real,small,7,0,fallback,0,4,40,65,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,40,40,65,65,0,0,0,0,0,0,0,0,0,0,7,19,19,370,34,0,none,0,0,0,0,0,14.8747,0.658317,3.30873,10.6944,2952,64436,369,8,8,64,64,670,8,8,0,0,0,0,0,64,64,1,declined:not a verified full symmetric group (0/0 star gens),0,0,0,-,-,-,-,-,-,-,-,0,32,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,15,progress,after-decomposition,124,1,0,235833,1629171,full_arbiter_unreal1_pb_3_8_pe_.ltl,unreal-formula,small,7,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,16,progress,after-rsimp,124,1,0,235833,1629171,full_arbiter_unreal1_pb_3_8_pe_.ltl,unreal-formula,small,7,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,17,progress,after-decomposition,124,1,0,235833,1629172,full_arbiter_unreal1_pb_3_8_pe_.ltl,unreal-automaton,small,7,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_3_8_pe_.ltl,18,progress,after-rsimp,124,1,0,235833,1629172,full_arbiter_unreal1_pb_3_8_pe_.ltl,unreal-automaton,small,7,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,1,final,final,1,0,13,282499,1629232,full_arbiter_unreal1_pb_2_8_pe_.ltl,unreal-formula,small,5,0,fallback,0,9,28,177,deterministic,0,0,solved-winning,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,15,solved,spot-fast-path,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,2,progress,after-action-construction,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,16,209,4,4,0,0,0,0,0,16,16,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,3,progress,after-decomposition,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,5,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,4,progress,after-preprocessing,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,5,progress,after-rsimp,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,5,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,6,progress,after-spot-fast,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,7,progress,after-translation,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,8,progress,alphabet-census,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,16,209,4,4,0,0,0,0,0,0,0,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,9,progress,before-solve,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,10,progress,classic-after-cpre,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,32,32,256,12,0,none,0,0,0,0,0,4.55241,0.176048,0.866127,3.2822,1024,48187,256,4,4,16,16,209,4,4,0,0,0,0,0,16,16,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,11,progress,classic-after-picker,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,32,32,256,12,0,none,0,0,0,0,0,4.5203,0.176048,0.86242,3.26197,1020,47959,255,4,4,16,16,209,4,4,0,0,0,0,0,16,16,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,12,progress,cpre-after-action,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,32,32,256,12,0,none,0,0,0,0,0,4.53087,0.176048,0.866127,3.26782,1024,47959,255,4,4,16,16,209,4,4,0,0,0,0,0,16,16,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,13,progress,cpre-before-intersection,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,32,32,256,12,0,none,0,0,0,0,0,4.53442,0.176048,0.866127,3.26782,1024,48187,256,4,4,16,16,209,4,4,0,0,0,0,0,16,16,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,12,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,14,progress,solve-loop,1,0,13,282499,1629231,full_arbiter_unreal1_pb_2_8_pe_.ltl,real,small,5,0,fallback,0,0,22,39,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,22,22,39,39,0,0,0,0,0,0,0,0,0,0,5,32,32,510,17,0,none,0,0,0,0,0,8.44264,0.31014,1.80263,5.93659,2036,105538,509,4,4,16,16,209,4,4,0,0,0,0,0,16,16,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,16,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,15,progress,after-decomposition,1,0,13,282499,1629232,full_arbiter_unreal1_pb_2_8_pe_.ltl,unreal-formula,small,5,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,5,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
full_arbiter_unreal1_pb_2_8_pe_.ltl,16,progress,after-rsimp,1,0,13,282499,1629232,full_arbiter_unreal1_pb_2_8_pe_.ltl,unreal-formula,small,5,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,5,unknown,unknown,tlsf,Mealy,-1,Moore,Mealy
